,Unnamed: 0,longitude,latitude,heat_stress_score
0,0,4.73942639755108,51.6189713537917,0.65
1,1,4.74710224738365,51.6122631084743,0.65
2,2,4.75581423807898,51.6087150663433,0.65
3,3,4.75259104451805,51.6069086238426,0.65
4,4,4.74823516255985,51.6086900539216,0.65
5,5,4.75253444772719,51.6109532756079,0.65
6,6,4.7510467059073,51.6140912739083,0.65
7,7,4.75399061157207,51.6100622865356,0.65
8,8,4.73958044913514,51.6081856423227,0.59
9,9,4.74524004541284,51.6163067564387,0.59
10,10,4.74665843489592,51.6181122893125,0.59
11,11,4.74088307654089,51.6180805294308,0.59
12,12,4.75098995976931,51.6181359221091,0.59
13,13,4.75244638521262,51.6172449532683,0.59
14,14,4.75390275340944,51.6163539661282,0.59
15,15,4.7409855533445,51.610890054054,0.61
16,16,4.74525277002956,51.6154079465105,0.61
17,17,4.75391530629892,51.615455154979,0.61
18,18,4.74882419671073,51.6181241190094,0.61
19,19,4.7466711320538,51.6172134793279,0.61
20,20,4.74231413163921,51.6189873054268,0.61
21,21,4.75113496186294,51.6077990916011,0.64
22,22,4.74103037522048,51.6077442196565,0.64
23,23,4.74244194145405,51.6099992091472,0.64
24,24,4.74748818975234,51.6104728977951,0.64
25,25,4.7438536478222,51.612254181514,0.64
26,26,4.74669652462613,51.6154158591363,0.64
27,27,4.74883685093295,51.6172253087188,0.64
28,28,4.751015181765,51.6163383008433,0.64
29,29,4.75611853130747,51.61276601524,0.64
30,30,4.75247783941952,51.6149979260077,0.64
31,31,4.74099836030701,51.6099912443003,0.62
32,32,4.74240360465146,51.6126956388058,0.62
33,33,4.7438345207399,51.6136023963977,0.62
34,34,4.74668382863052,51.6163146692691,0.62
35,35,4.73943923841495,51.6180725449094,0.62
36,36,4.75100257105577,51.6172371115133,0.62
37,37,4.75245896729928,51.6163461423955,0.62
38,38,4.74104958229667,51.6063960045533,0.63
39,39,4.74101116668344,51.6090924344732,0.63
40,40,4.74242277378175,51.6113474241201,0.63
41,41,4.75464972329329,51.6145602419894,0.63
42,42,4.74526549406389,51.6145091365083,0.63
43,43,4.74087026430191,51.6189793385197,0.63
44,44,4.74465188378366,51.6068652798624,0.69
45,45,4.74380901601538,51.6154000160656,0.58
46,46,4.73945207869107,51.6171737359527,0.58
47,47,4.75405335017287,51.605568227484,0.67
48,48,4.74249304900427,51.6064039685763,0.67
49,49,4.74463278352974,51.6082134686512,0.67
50,50,4.74682345262948,51.6064277537588,0.67
51,51,4.74529094038555,51.6127115162826,0.66
52,52,4.74815294659847,51.6145249435321,0.66
53,53,4.75107197093473,51.6122902139519,0.66
54,54,4.74825426008911,51.6073344575956,0.66
55,55,4.74389827241806,51.609108327989,0.66
56,56,4.75402825645513,51.6073658513235,0.66
57,57,4.75470608971076,51.6105190012974,0.66
58,58,4.74097274579587,51.6117888637342,0.6
59,59,4.74239082454754,51.6135944485449,0.6
60,60,4.74382176866947,51.6145012062686,0.6
61,61,4.7553590643623,51.6154629606902,0.6
62,62,4.74248027299373,51.6073027788286,0.68
63,63,4.74681076244287,51.6073265646262,0.68
64,64,4.74013828438298,51.5690798559687,0.65
65,65,4.74373751024205,51.5695566511207,0.65
66,66,4.73723432012055,51.5704195699499,0.65
67,67,4.73577910356736,51.5713103550237,0.65
68,68,4.72991862653089,51.5775697449027,0.65
69,69,4.73705413026435,51.5830029352581,0.65
70,70,4.73138065149608,51.5762296283601,0.65
71,71,4.73429804410017,51.5739942161597,0.65
72,72,4.74652064076955,51.5767629716532,0.65
73,73,4.74431230249896,51.5798969740264,0.65
74,74,4.74572317176188,51.5821519281002,0.65
