correlation_coef,column1,column2,
0.48661539882287097,light_count,sport_building_count,
0.6441549801339771,light_count,workplace_count,
0.8594182930018864,light_count,inhabitants,
-0.09046165064146916,light_count,light_per_1000,
-0.03959266179308921,light_count,sport_building_per_1000,
-0.17434114660090375,light_count,area_sqkm,
0.1339157235543559,light_count,green_score,
0.05734060563889,light_count,livability_score,
-0.29278794477266645,light_count,house_price,
0.1733627584274894,light_count,nr_crimes,
0.5843438453751593,light_count,charging_points,
-0.22541443036231462,light_count,jobs_count,
0.3491655152239341,light_count,Total nuisance registrations,
0.37995203594581245,light_count,Nuisance by confused person,
0.5017630255729099,light_count,Youth nuisance report,
0.04787164548313007,light_count,Nuisance due to alcohol/drugs,
-0.034761994635108845,light_count,Nuisance drifters,
0.001853979930847016,light_count,Public intoxication,
0.24212103951267921,light_count,Noise nuisance catering,
0.42840319430142654,light_count,Noise nuisance event,
0.35894409445206155,light_count,Other noise nuisance,
0.6947153399789598,light_count, Accidents (road),
0.003907642431301309,light_count, Encroachment on public order,
0.25923002013835716,light_count, Fraud (other),
0.8577890009231057,light_count, Horizontal Fraud,
0.03987254461179016,light_count, Human trafficking,
-0.007188319110338081,light_count, Quality of life (other),
0.4179296343220831,light_count, Road (other),
0.1999770494899288,light_count, Special Laws,
-0.14282677102254956,light_count, Transport of hazardous substances,
0.11986382382439943,light_count,Abuse,
0.399736433097239,light_count,Animals,
0.11134759871227178,light_count,Arms Trade,
0.6851480516155821,light_count,Cybercrime,
0.02940841724978417,light_count,Discrimination,
0.07559290826470193,light_count,Domestic Violation,
0.2017835706402886,light_count,Drug trafficking,
0.14248433093730853,light_count,Drugs/drink nuisance,
0.28796293615995355,light_count,Fire/Explosion,
0.05807238907150828,light_count,Fireworks,
0.5575334396586499,light_count,Home theft/burglary,
-0.03661132701366828,light_count,Immigration care,
0.6324353543870467,light_count,Motor Vehicle Theft,
0.23917033101281546,light_count,Murder, Manslaughter,
0.0852318284791949,light_count,Neighbor rumor (relationship problems),
0.3838631397577605,light_count,Open violence (person),
0.11469004798627916,light_count,Other property crimes,
-0.14951758724463157,light_count,People smuggling,
-0.027981711009132573,light_count,Pickpocketing,
-0.08658657362770006,light_count,Robbery,
0.13896333290668125,light_count,Shoplifting,
0.25230049787299547,light_count,Street robbery,
0.04834678745789557,light_count,Structure of the Environmental Management Act,
0.5118685401919032,light_count,Theft from/from motor vehicles,
0.15680633859785428,light_count,Theft of mopeds, mopeds and bicycles,
0.3883927380611402,light_count,Theft/burglary box/garage/shed,
0.3917243675315489,light_count,Theft/burglary of companies, etc.,
-0.19189541339152555,light_count,Thefts (water),
0.5682517557873827,light_count,Threat,
0.4367935852680427,light_count,Total felonies,
0.33384005631353186,light_count,Under the influence (away),
-0.02965493129250364,light_count,Vertical Fraud,
-0.09309806010094206,light_count,drug_store_count,
0.48661539882287097,sport_building_count,light_count,
0.31979282320262686,sport_building_count,workplace_count,
0.3405523283342036,sport_building_count,inhabitants,
-0.06130494713407003,sport_building_count,light_per_1000,
0.485135422250864,sport_building_count,sport_building_per_1000,
0.30572926345542834,sport_building_count,area_sqkm,
0.38902236248372113,sport_building_count,green_score,
0.04826550558185928,sport_building_count,livability_score,
-0.12154225885458432,sport_building_count,house_price,
0.010632264260739837,sport_building_count,nr_crimes,
0.4195970325762012,sport_building_count,charging_points,
-0.20464057041213568,sport_building_count,jobs_count,
-0.035835163618715866,sport_building_count,Total nuisance registrations,
-0.019444669577721126,sport_building_count,Nuisance by confused person,
0.11733877530916795,sport_building_count,Youth nuisance report,
-0.2064064380268267,sport_building_count,Nuisance due to alcohol/drugs,
-0.25247738241877044,sport_building_count,Nuisance drifters,
-0.1484883656094842,sport_building_count,Public intoxication,
-0.10165924667237183,sport_building_count,Noise nuisance catering,
0.613752027278721,sport_building_count,Noise nuisance event,
0.1393987130388893,sport_building_count,Other noise nuisance,
0.3090437318261555,sport_building_count, Accidents (road),
-0.09743480274800977,sport_building_count, Encroachment on public order,
0.20290363083712967,sport_building_count, Fraud (other),
0.32236971451529056,sport_building_count, Horizontal Fraud,
-0.13983395374673913,sport_building_count, Human trafficking,
0.11746700865627469,sport_building_count, Quality of life (other),
0.16321947742584908,sport_building_count, Road (other),
0.08139793137397863,sport_building_count, Special Laws,
-0.13538872998597315,sport_building_count, Transport of hazardous substances,
-0.07931561291954474,sport_building_count,Abuse,
0.35271744951511985,sport_building_count,Animals,
0.06565823712595852,sport_building_count,Arms Trade,
0.2685714362043454,sport_building_count,Cybercrime,
-0.09367431239055751,sport_building_count,Discrimination,
0.017433734319574356,sport_building_count,Domestic Violation,
0.06556608442477856,sport_building_count,Drug trafficking,
-0.0033782305788827545,sport_building_count,Drugs/drink nuisance,
0.08651264996943696,sport_building_count,Fire/Explosion,
-0.06196967949235367,sport_building_count,Fireworks,
0.23448500189363647,sport_building_count,Home theft/burglary,
0.049059705688568586,sport_building_count,Immigration care,
0.28800275091413385,sport_building_count,Motor Vehicle Theft,
0.18150401939647612,sport_building_count,Murder, Manslaughter,
0.16696033595778978,sport_building_count,Neighbor rumor (relationship problems),
0.08352718207977344,sport_building_count,Open violence (person),
-0.059043846933634694,sport_building_count,Other property crimes,
-0.20605076389198793,sport_building_count,People smuggling,
-0.1311906464293356,sport_building_count,Pickpocketing,
-0.05659153101453726,sport_building_count,Robbery,
0.09281239937875847,sport_building_count,Shoplifting,
0.003792861497587129,sport_building_count,Street robbery,
-0.10017620157467386,sport_building_count,Structure of the Environmental Management Act,
0.35238603660449147,sport_building_count,Theft from/from motor vehicles,
-0.09537021261466036,sport_building_count,Theft of mopeds, mopeds and bicycles,
0.0621786873185074,sport_building_count,Theft/burglary box/garage/shed,
0.12865712011896802,sport_building_count,Theft/burglary of companies, etc.,
-0.23261934000366027,sport_building_count,Thefts (water),
0.1564739502615704,sport_building_count,Threat,
0.08331918676506904,sport_building_count,Total felonies,
0.06288926238988589,sport_building_count,Under the influence (away),
-0.17675373416665513,sport_building_count,Vertical Fraud,
-0.21021675641657173,sport_building_count,drug_store_count,
0.6441549801339771,workplace_count,light_count,
0.31979282320262686,workplace_count,sport_building_count,
0.509593267663157,workplace_count,inhabitants,
0.20305499287318965,workplace_count,light_per_1000,
0.0617370577838721,workplace_count,sport_building_per_1000,
-0.1804041430859397,workplace_count,area_sqkm,
0.009084527203947163,workplace_count,green_score,
-0.007927802949845922,workplace_count,livability_score,
-0.20668693493315848,workplace_count,house_price,
0.27180286568530027,workplace_count,nr_crimes,
0.7365208986491184,workplace_count,charging_points,
0.002078278841485265,workplace_count,jobs_count,
0.32354822290151897,workplace_count,Total nuisance registrations,
0.3418592722993318,workplace_count,Nuisance by confused person,
0.3407938474538669,workplace_count,Youth nuisance report,
0.16004197992894428,workplace_count,Nuisance due to alcohol/drugs,
0.1868564939368604,workplace_count,Nuisance drifters,
0.023217634267693733,workplace_count,Public intoxication,
0.36820787763434976,workplace_count,Noise nuisance catering,
-0.08389593488120702,workplace_count,Noise nuisance event,
0.2126482894305389,workplace_count,Other noise nuisance,
0.605707901319351,workplace_count, Accidents (road),
0.06811524232273004,workplace_count, Encroachment on public order,
0.009615730354837405,workplace_count, Fraud (other),
0.46860074011824476,workplace_count, Horizontal Fraud,
